Longitude,Latitude
-111.9054707,40.687534812000081
-111.9055551,40.693042112000057
-111.9054567,40.693870917000027
-111.9055633,40.687528094000072
-112.0085135,40.667579839000041
-111.9054562,40.690206247000049
-111.9397977,40.682127614000080
-111.905549,40.691599953000036
-111.9817387,40.683965043000057
-111.9817324,40.682536725000034
-111.9763274,40.615011434000053
-111.9315381,40.698676842000054
-111.9055485,40.688919788000078
-111.9054486,40.693031342000040
-111.9814912,40.683965301000057
-111.9814884,40.682538967000028
-111.8997601,40.682625164000058
-111.9054626,40.688923302000035
-111.9375558,40.638474610000060
-111.9361222,40.637970219000067
-111.8997583,40.683344355000031
-111.9055453,40.690206622000062
-111.9054609,40.691606036000053
-111.9008453,40.654915390000042
-111.9364456,40.682426502000055
-111.890695,40.687052581000046
-111.9055418,40.693870263000065
-111.9765525,40.615279337000061
-111.9036507,40.624197823000031
-111.9403974,40.643216145000054
-111.9375976,40.644521514000076
-111.9014203,40.677673520000042
-111.9765606,40.613198905000047
-111.9765861,40.609615349000080
-111.9763301,40.612781005000045
-111.9817796,40.693258970000045
-111.9817324,40.682536725000034
-111.9817494,40.686397161000059
-111.9815099,40.693259322000074
-111.9814884,40.682538967000028
-111.9814961,40.686397483000064
-111.9796361,40.649995942000032
-111.9816406,40.655654471000048
-111.9822236,40.655990927000062
-111.9803907,40.650228368000057
-111.9767879,40.613205970000081
-111.97677,40.609618116000036
-111.9762462,40.612781858000062
-111.9767317,40.625723611000069
-111.9761078,40.625726757000052
-111.976787,40.621667702000025
-111.9761171,40.621684092000066
-111.9418307,40.645119198000032
-111.9515694,40.698005440000031
-111.9522707,40.671559987000080
-111.9510648,40.667741168000077
-111.9521073,40.664739717000032
-111.9524333,40.661189826000054
-111.9084067,40.635545226000033
-111.952324,40.667617732000053
-111.9515705,40.667502434000028
-111.9529196,40.670747763000065
-111.9495616,40.697727243000031
-111.953727,40.696519199000079
-111.9524664,40.693330535000030
-111.9536157,40.697031640000034
-111.9545169,40.696822100000077
-111.9529867,40.700409840000077
-111.9031941,40.620268512000052
-111.9017912,40.649945537000065
-111.90101,40.654245484000057
-111.9028132,40.654431219000060
-111.9025714,40.650619976000030
-111.9026993,40.646964827000033
-111.9017121,40.658908549000046
-111.9025662,40.654981719000034
-111.9006715,40.655038805000061
-111.9022798,40.677780627000061
-111.9026278,40.674588032000031
-111.9006374,40.674695180000072
-111.9008497,40.673922754000046
-111.902482,40.674270564000039
-111.9037356,40.703021528000079
-111.9030158,40.700357599000029
-111.9013505,40.700287096000068
-111.9030647,40.703338606000045
-111.9012883,40.696731147000037
-111.901294,40.699735252000039
-111.9030216,40.699704247000057
-111.9023774,40.696788138000045
-111.9364703,40.644446331000040
-111.9420224,40.643834873000060
-111.9538397,40.667505091000066
-111.9536052,40.667744525000046
-111.9532835,40.668054154000060
-111.9535055,40.696287537000046
-111.9515155,40.695095985000080
-111.9498693,40.696652529000062
-111.9374832,40.646210121000024
-111.9406029,40.644892089000052
-111.9359728,40.645492631000025
-111.9034736,40.637166046000061
-111.9058444,40.634028547000071
-111.9047377,40.620936578000055
-111.952456,40.701049153000042
-111.9058045,40.636437417000025
-111.905433,40.634012677000044
-111.9026282,40.634376454000062
-111.9023723,40.630447634000063
-111.9034008,40.634455561000038
-111.9048626,40.634604169000056
-111.9069752,40.636453823000068
-111.9017881,40.633000308000078
-111.901012,40.671256200000073
-111.9017756,40.671209549000025
-111.9009039,40.658811363000041
-111.9045096,40.621309391000068
-111.9035503,40.620251978000056
-111.9023404,40.655253787000049
-111.9011666,40.654084702000034
-111.9012834,40.655068499000038
-111.9021512,40.654447101000073
-111.9020095,40.674790487000053
-111.9009476,40.674815821000038
-111.9009598,40.674049245000049
-111.9021187,40.674009446000071
-111.9024782,40.699663335000025
-111.9016601,40.700347420000071
-111.9029339,40.700432812000031
-111.9016842,40.699593087000039
-111.9045624,40.617650637000054
